item_upc,brand_name,item_name,item_size,box_size,frequency
70852103006,Clover Stornetta,Vitamin D Milk,1 quart,24,10
70852000091,Clover Stornetta,Vitamin D Milk,1 gallon,24,10
72487127396,Clover Valley,Country Sunrise Blend Ground Coffee,10.5 oz,24,10
75140006007,Clover Valley,Natural Spring Water,50.7 fl oz,24,10
49000047561,Coca Cola,Cherry Zero,12 oz,24,10
49000050141,Coca Cola,Coke Zero,67.6 fl oz,24,10
49000019162,Coca Cola,Fanta Orange,20 oz,24,10
49000014648,Coca Cola,Diet Coke,240 fl oz,24,10
49000051155,Coca Cola,Cola,16 fl oz,24,10
78000060720,Coca Cola,Sunkist Orange Tall Can,16 FL OZ,24,10
49000000450,Coca Cola,Diet Coke,20 fl oz,24,10
49000006346,Coca Cola,Soda,355mL,24,10
49000061062,Coca-Cola,Sprite,7.5oz,24,10
49000061017,Coca-Cola,Coca-Cola,7.5oz,24,10
41220954308,Cocinaware,Silicone Baking Mat,,24,10
84909210296,Cock Brand,Young Baby Corn   Large,15 oz,24,10
75707011000,Cococare,100% Cocoa Butter,1 oz,24,10
50000322756,Coffee Mate,French Vanilla Coffee Creamer,32 fl oz,24,10
50000322909,Coffeemate,Hazelnut Coffee Creamer,32 fl oz,24,10
49000042566,Coke,Zero,12,24,10
16000409958,Cola,Super Moist Cake Mix Milk Chocolate,15.25 oz,24,10
39153413016,Colavita,Balsamic Vinegar,8.5 fl oz,24,10
35000896506,Colgate,Triple Action Soft Toothbrush,1 ct,24,10
35000555380,Colgate,Toothbrush Value Pack,6ct,24,10
35000522559,Colgate,Complete Protection Sensitive Toothpaste,28.3g,24,10
70753050317,Columbia,Spaghetti,32 oz,24,10
73007107096,Columbus,Lite Italian Dry Salami,5 oz,24,10
73007100271,Columbus,Oven Roasted Turkey Breast,6 oz,24,10
41260368110,Comforts For Baby,Banana Blueberry Oatmeal,4 oz,24,10
41260368080,Comforts For Baby,Green Bean & Pear Baby Food Puree,4 oz,24,10
43396375420,Community,Season 2 DVDs,1 DVD,24,10
35700386000,Community Coffee,Creamer,11 oz,24,10
76014101088,Cookies,"Bar ""B"" ""Q"" Sauce",18 oz,24,10
41100703033,Coppertone Sport,Broad Spectrum Uva/Uvb Sunscreen,10.64 fl oz,24,10
77317400243,Country Bakery,Pumpkin Pie,3.5 oz,24,10
43000928608,Country Time,Lemonade,5 lb 2.5 oz,24,10
43000951170,Country Time,Lemonade Flavor drink mix,19 oz (1 lb 3 oz) 538 g,24,10
41498148683,Countryside  Creamery,Unsalted Butter,16 oz (453g),24,10
22700048915,Cover Girl,Trublend Minerals 425,1.63 oz,24,10
22700577729,Cover Girl,Flamed Out Mascra,0.37 fl oz/ 11 mL,24,10
22700059218,Cover Girl Queen Collection,Down To Earth Eye Shadow,2.5 g,24,10
51933100909,Cowboy Billy's,Pork & Beans In Tomato Sauce,16 oz,24,10
21000623983,Cracker Barrel,Cheese Sharp Cheddar,8 oz,24,10
71662097158,Crayola,Twistables Crayons,10 crayons,24,10
24200138004,Cream,Corn Startch,16 oz,24,10
13130006125,Cream of Wheat,Hot Cereal,28 oz,24,10
15100000416,Creamette,Rigatoni,16 oz,24,10
15100000195,Creamette,Rings,7 oz,24,10
37000062219,Crest,Pro-Health Clean Mint Toothpaste,6 oz,24,10
37000306191,Crest,Pro-Health Fluoride Rinse,500mL,24,10
51500251621,Crisco,Vegetable Oil,32 oz,24,10
51500720042,Crisco,Butter No-Stick Spray,6 oz (170g),24,10
51500243923,Crisco,Pure Vegetable Oil,473mL,24,10
73230000751,Crown Prince,Sardines In Tomato Sauce,15 oz,24,10
64144108008,Crunch 'n Munch,Caramel Popcorn,8 oz,24,10
78000013566,Crush,Crush Grape,72 fl oz,24,10
13600020064,Crystal,Sea Salt Fine,22  oz,24,10
48400000022,Crystal,Louisiana Hot Sauce,6 fl oz,24,10
75140005154,Crystal Geyser,Alpine Spring Water,1 gal,24,10
75140005024,Crystal Geyser,Crystal Geyser Alpine Spring Water,500ML,24,10
75140005123,Crystal Geyser,Alpine Spring Water,1L,24,10
11822320528,Crystal Lake,Spring Water,16.9 fl oz,24,10
43000950654,Crystal Light,Natural Lemonade,3.2 oz,24,10
43000036952,Crystal Light,Peach Mango Energy,0.7 oz,24,10
43000022597,Crystal Light,Cherry Pomegranate Drink Mix,2.2 oz,24,10
41130468704,Cub,Red Raspberries,12 oz,24,10
41130471353,Cub Foods,"Bartlett Pear Halves, Lite",15 oz,24,10
11720140013,Cultured Solutions,Cultured Solutions Bud Booster Late 1.5 lb,1.7,24,10
19045105397,Curel,Ultra Healing Lotion,2.5 fl oz,24,10
78742041933,Daily Chef,Salted Sweet Cream Butter,16 oz,24,10
78742044149,Daily Chef,Peanut Butter Filled Pretzels,44 oz (2 lb 12 oz) 1.24 kg,24,10
73420000240,Daisy,Sour Cream,24 oz (680g),24,10
41498155193,Dakota's,Black Beans,15.5 oz,24,10
41498192945,Dakota's Pride,Homestyle Baked Beans,28 oz,24,10
41498196462,Dakota's Pride,Great Northern Bans,15.5 oz,24,10
41498120412,Dakota's Pride,Light Red Kidney Beans,15.5 oz,24,10
41498120474,Dakota's Pride,Mild Chili Beans,15.5 oz,24,10
36632018359,Dannon,Oikos,5.3 oz,24,10
82676962066,Darice,LED Keychain,// no net weight or volume listed,24,10
26400472001,Darigold,Evaporated Milk Vitamin D,12 oz,24,10
49000038385,Dasani,Natural Lemon Flavored Water,591mL,24,10
49000027624,Dasani,Purified Water,500 mL,24,10
26200007106,David,Original Sunflower Seeds,14.5 oz (411g),24,10
22045025374,Davidson's,Meyer Lemon Tea With Honey,2.83 oz,24,10
37000004486,Dawn,Apple Blossom Dishwashing Liquid,9 fl oz,24,10
24094070411,De Cecco,Penne Rigate,453g,24,10
26700129155,Dean's,French Onion Dip,16 oz (453g),24,10
26700129162,Dean's,Ranch Dip,16 oz (453g),24,10
82657008523,Deer Park,100% Natural Spring Water,20 fl oz,24,10
82657500638,Deer Park,100% Natural Spring Water,16.9 oz,24,10
82657932002,Deer Park,Spring Water,16.9 oz,24,10
82657334127,Deer Park,100% Natural Spring Water,101.4 fl oz,24,10
80686321033,Dekuyper,Creme De Cocoa,750 ml,24,10
24000163190,Del Monte,Mixed Vegetables,14.5 oz,24,10
24000162896,Del Monte,Fresh Cut French Style Green Beans,14.5 oz,24,10
24000013150,Del Monte,Fresh Cut Sweet Peas,8.5 oz,24,10
24000014416,Del Monte,Fresh Cut Sweet Corn Cream Style,8.25 oz,24,10
24000163008,Del Monte,Sweet Corn Cream Style,14.75 oz,24,10
24000577454,Del Monte,Sunfresh Red Grapefruit,20 oz,24,10
24000017394,Del Monte,Dices Tomatoes With Green Pepper & Onion,14.5 oz,24,10
24000163053,Del Monte,Golden Sweet Whole Kernel Corn,15.25 oz,24,10
24000162957,Del Monte,Lima Beans,15 1/4 oz,24,10
24000001966,Del Monte,Pineapple Slices,15.25 oz,24,10
24000021407,Del Monte,Fruit Cocktail In Heavy Syrup,8.5 oz,24,10
24000167174,Del Monte,Sliced Peaches In Heavy Syrup,15.25 oz,24,10
24000013976,Del Monte,Green Lima Beans,8.5 oz,24,10
24000001652,Del Monte,Crushed Pineapple In 100% Juice,20 oz,24,10
24000035176,Del Monte,Cinnamon Flavored Pear Halves,15.00 oz,24,10
24000011859,Del Monte,Sliced Pineapple 100% Juice,20 oz,24,10
24000167129,Del Monte,Chunky Mixed Fruit,15.00 oz,24,10
24000392019,Del Monte Organic,Cut Green Beans,14.5 oz,24,10
51933316201,Del Pino's,Mini O's,15 oz,24,10
64144021833,Dennison's,98% Fat Free Turkey Chili With Beans,15 oz,24,10
64144021192,Dennison's,Hot Chile Con Carne,15oz,24,10
35140702354,Dg Everyday,Window Cleaner With Ammonia,32 fl oz,24,10
71921006594,Di Giorno,Classic Thin Crust Pizza,22.1 oz,24,10
17000071916,Dial,Lavender & Jasmine Body Wash,16 FL OZ (473 mL),24,10
13600020019,Diamond Crystal,Kosher Salt,48 oz,24,10
13600019013,Diamond Crystal,Popcorn & Nut Salt,24 oz,24,10
70450042318,Diamond Nuts,Chopped Walnuts,8 oz,24,10
70450142315,Diamond Nuts,Chopped Pecans,8 oz,24,10
37600246095,Dinty Moore,Hearty Meals Beef Stew,15.0z,24,10
64442602178,Disney Pixar,WALL-E figure,1 figure,24,10
42000154291,Dixie,Paper Plates,64ct,24,10
38900004736,Dole,Pineapple Chunks,20 oz,24,10
38900001438,Dole,Pineapple Slices,20 oz,24,10
38900006136,Dole,Pineapple Crushed In 100% Pineapple Juice,20 oz,24,10
38900006198,Dole,Crushed Pineapple In 100% Pineapple Juice,8 oz,24,10
38900004620,Dole,Pineapple Chunks in Heavy Syrup,20.0 oz,24,10
49200045701,Domino,Pure Cane Sugar,4 lb.,24,10
49200048702,Domino,Sugar,25 lb,24,10
49200048412,Domino,Superfine Sugar,1 lb,24,10
49200057803,Domino,Light Brown Sugar,2 lb,24,10
49200045503,Domino,Sugar,4 lb,24,10
41224705487,Don Bruno,Sherry Vinegar,12.7 fl oz,24,10
72323003365,Don Francisco's,French Roast,12oz,24,10
72323300341,Don Francisco's,Vanilla Nut,12oz,24,10
72323003402,Don Francisco's,Hawaiian Hazelnut,12oz,24,10
28400028202,Doritos,Cool Ranch,3 3/8 oz,24,10
28400335799,Doritos,Nacho Cheese,10.5 oz,24,10
28400091510,Doritos,Cool Ranch,28.3g,24,10
28400090896,Doritos,Nacho Cheese,28.3g,24,10
41791701028,Dorsel's,Pinehead Oat Meal,32 oz,24,10
89826300297,Dos Equis,Dosarita,12/8oz cans,24,10
40000206408,Dove,Dark Chocolate,9.5 oz,24,10
11111124257,Dove,Moisturizing Body Wash,650mL,24,10
79400066718,Dove,Clean Comfort Deodorant,76g,24,10
11111396487,Dove,Deep Moisture Body Wash,1L,24,10
79400419521,Dove,Advanced Care Anti-Perspirant,2.6oz,24,10
78000098464,Dr. Pepper,Cherry,2 L,24,10
78000083408,Dr. Pepper,Diet,20 FL OZ (1.25 PT) 591 mL,24,10
43000259085,Dream Whip,Whipped Topping Mix,2.6 oz,24,10
72879110661,Dritz,Deluxe Seam Ripper,1ct,24,10
59642161235,Dubble Bubble,165 ct Team Tub,26.2 oz(742g),24,10
12953000501,Duette,Toilet Bowl Cleaner,2 pk,24,10
78742310527,Dunkin Donuts,Dunkin Dark Coffee,11 oz,24,10
41333664453,Duracell,76A Duralock Battery,1ct,24,10
41333526485,Duracell,9V Procell Batteries,12ct,24,10
47600001013,Durkee,Ground Allspice,0.6 oz,24,10
86216170058,Dust Destroyer,Compressed-Gas Duster,99g,24,10
86216118661,Dust Off,6 Pack Dusters,72oz,24,10
11152150635,Dynasty,Panko,8 oz,24,10
11152472843,Dynasty,"Baby Corn, Cut",15 oz,24,10
79933103553,Eagle One,Nevr-Dull Wadding Polish,5oz,24,10
33776011895,Earth Balance,Soy Free Buttery Spread,15 oz,24,10
23923330139,Earth's Best,Organic Fruit Yogurt Smoothie Mixed Berry,,24,10
79893107158,Eating Right,Turkey Lasagna,11.25 oz,24,10
79893107165,Eating Right,Chicken Teriyaki,8.2 oz,24,10
22000014764,Eclipse,Gum,166g,24,10
41220337705,Economax,Pizza Pepperoni,5.2 oz (147g),24,10
41220337736,Economax,Three Meat Pizza,5.2 oz (147g),24,10
24182011128,Eden,Organic Whole Tomatoes,28 oz,24,10
24182002539,Eden Foods,Organic Black Beans,15 oz,24,10
42743230245,El Mexicano,Sliced Jalapeno Peppers,28 oz,24,10
26000017985,Elmer's,Supply Case,"8.25"" x 4.75""",24,10
26000015608,Elmer's,Disappearing Purple School Glue Sticks,6ct,24,10
72702526430,Elmwood Farms,Syrup (Lite),24 fl oz,24,10
10300303015,Emerald,Cinnamon Roast Almonds,11 oz,24,10
76314302031,Emergen C,Super Orange Drink Mix Packets,9.3 oz,24,10
76314361564,Emergen-C,Emergen-C Acai Berry Fizzy Drink Health and Energy Booster,0.3 oz. (9.2g),24,10
37014000207,Endangered Species,Dark Chocolate With Sea Salt & Almonds,3 oz,24,10
37014242287,Endangered Species,Dark Chocolate With Raspberries,3 oz,24,10
39800103895,Energizer,Max batteries AAA,24 count,24,10
39800000347,Energizer,392 Watch Battery,,24,10
72030019857,Entenmann's,Cinnamon Doughnuts,10 oz,24,10
72030022024,Entenmann's,Little Bites: crumb cakes,,24,10
58449860037,EnviroKidz,Chocolate Koala Crisp,11.5 oz (325 g),24,10
41163251311,Equaline,Isopropyl Rubbing Alcohol 70%,16 fl oz (1 pt) 473 mL,24,10
72785037663,Equate,Non Acetone Nail Polish Remover,10 fl oz,24,10
41303003206,Essential Everyday,Blackeye Peas,16 oz,24,10
41303027721,Essential Everyday,Hot Dog Buns,11 oz,24,10
41303005422,Essential Everyday,Sweet Relish,10 fl oz,24,10
41303011355,Essential Everyday,Saltine Crackers,16 oz,24,10
41303001691,Essential Everyday,Frosted Strawberry Toaster Pastries,11 oz,24,10
41303004739,Essential Everyday,Apple Cider Vinegar,16 fl oz,24,10
41303017364,Essential Everyday,Unsweetened Applesauce,23 oz,24,10
41303001783,Essential Everyday,Bran Flakes,17.3 oz,24,10
76737110022,Everfresh,Pure 100% Grapefruit Juice,32 fl oz,24,10
71641840744,Expo,Fine Point Dry Erase Markers,4 Color Set,24,10
71641846210,Expo,Black Ink Dry Erase Markers,4ct,24,10
71641860018,Expo,Dry Erase Markers,12ct,24,10
71641815056,Expo,White Board Care Eraser,,24,10
32251123993,Family Gourmet,Granulated Sugar,64 oz,24,10
32251032349,Family Gourmet,Lentils,16 oz,24,10
32251019241,Family Gourmet,100% Natural Yellow Mustard,20 oz,24,10
32251021923,Family Gourmet,All Purpose Flour (Enriched Bleached),5 lb,24,10
32251014031,Family Gourmet,Ground Black Pepper,2 oz,24,10
32251124808,Family Gourmet,100% Lemon Juice,32 fl oz,24,10
32251032370,Family Gourmet,Angel Hair (Enriched Macaroni Product),16 oz,24,10
32251023538,Family Gourmet,Crushed Red Pepper,1.5 oz,24,10
32251014048,Family Gourmet,Italian Seasoning,0.75 oz,24,10
32251023491,Family Gourmet,Ground Cinnamon,2.37 oz (67g),24,10
32251014130,Family Gourmet,Onion Powder,2.62 oz (74g),24,10
72730211100,Farmer Owned Prarie Farms,Vitamin D Milk,3.78L,24,10
70247159007,Farmland,Lower Sodium Bacon,12 oz,24,10
70247176349,Farmland   All Natural,Classic Cut Uncured Bacon,12 oz,24,10
46500732263,Favor,Furniture Polish Lemon Scent,9.7 oz,24,10
37000198086,Febreze,Air Effects,9.7 oz,24,10
37000455356,Febreze,Air Effects Meadows And Rain,9.7 oz,24,10
37000071006,Febreze,Air Effects Linen & Sky,9.7 oz,24,10
37000249382,Febreze,Cranberries & Frost,275g,24,10
77511983160,Fellowes,Slimline CD Jewel Cases,Pack of 25,24,10
78073002955,Fern Gully,Diana Young,130 pages,24,10
84105307516,Fernet-Branca,Liqueur,,24,10
41420064012,Ferrara Chocolate,Dark Chocolate Orange,6.17 oz,24,10
16000506497,Fiber One,Chocolate Fudge Brownie,0.89 oz,24,10
71758102889,Fiesta,Coarse Ground Balck Pepper,8 oz (226g),24,10
71758200929,Fiesta,Taco Seasoning,4 1/2 oz (127g),24,10
71758201001,Fiesta,Spanish Rice Seasoning,4 1/2 oz (127g),24,10
71758200448,Fiesta,Lemon Pepper,6 oz (170g),24,10
71758200158,Fiesta,Garlic Salt,9 oz (255g),24,10
71758201926,Fiesta,Sugar and Cinnamon,6.5 oz (184g),24,10
71758202015,Fiesta,Hamburger Delux,7 oz (198g),24,10
71758200325,Fiesta,Chicken Fajita Seasoning,7 oz (198g),24,10
71758101462,Fiesta,Bay Leaves (Laurel Leaves),1/4 oz (1g),24,10
71758200561,Fiesta,Ground Comino,3 1/2 oz (99g),24,10
71758201285,Fiesta,Paprika,4 oz (113g),24,10
70690277303,Fisher,Sunflower (Dry Roasted),7.25,24,10
41498133108,Fit & Active,Thousand Island Fat Free Dressing,16 fl oz,24,10
41498123369,Fit & Active,Apple Turnover Nonfat Yogurt,6 oz,24,10
41498123376,Fit & Active,Boston Cream Pie Nonfat Yogurt,6 oz,24,10
41498127091,Fit & Active,"Chicken Broth, Reduced Sodium",32 oz,24,10
41130052002,Flavorite,Chicken Flavor Bouillon Instant,4 oz,24,10
41130067105,Flavorite,Meat Tenderizer Unseasoned,4.25 oz,24,10
41130051999,Flavorite,Beef Flavor Bouillon Instant,4 oz,24,10
41130032141,Flavorite,Flavorite,15 oz,24,10
44300106222,Fleischmann's,Bread Macine Yeast,4 oz,24,10
40100007295,Fleischmann's,Instant Dry Yeast,454 g,24,10
16300165097,Florida's Natural,Lemonade,16 fl oz,24,10
87666052802,Flying Goose Brand,Sriracha Hot Chilli Sauce,455ml,24,10
25500201887,Folgers,Classic Roast Instant Coffee,0.49 oz,24,10
25500800318,Folgers,Classic Decaf,13 oz,24,10
25500003849,Folgers,Colombian Coffee,10.3 oz,24,10
25500003672,Folgers,Classic Roast Coffee,33.9 oz,24,10
25500005188,Folgers,Classic Roast,48 Oz,24,10
25500003764,Folgers,Black Silk,10.3 oz,24,10
44600008882,Fomula 409,All Purpose Cleaner,32 fl oz,24,10
43808010109,Fontova,Eight Pre-cooked Burrito Flour Tortillas - Extra Large,16 1/2 OZ. (468 g),24,10
35826007032,Food Lion,Black Ground Pepper,4 oz,24,10
21908813059,Food Should Taste Good,Blue Corn Tortilla Chips,20 oz,24,10
21908812915,Food Should Taste Good,All Natural Tortilla Chips Multigrain,24 oz,24,10
44600012117,Formula 409,Carpet Spot & Stain Remover,22 oz,24,10
88183021753,Fortuna,Bamboo Shoot Slices,20 oz,24,10
11435120027,"Fortune Cookie Factory, Inc.",Gourmet Fortune Cookies,320 pcs,24,10
73574800017,Foxy Organic,Celery Hearts,16 oz,24,10
73040005588,Francisco International,Outdoor Gourmet Rolls,16 oz,24,10
41500818436,Frank's,Red Hot Wings,12 oz,24,10
41500805054,Frank's,Red Hot Original Cayenne Pepper Sauce,23 fl oz,24,10
41500805023,Frank's,Red Hot,12 fl oz,24,10
72220001433,Franz,Natural Nine Grain Bread,26 oz,24,10
72220008487,Franz,Lake Washington Natural Honey Oat  & Nut Bread,24 oz,24,10
83120100690,Franzia,Chillable Red,5 liters,24,10
83120103691,Franzia,Sunset Blush,5 liters,24,10
11110714589,Fred Meyer,Creamy Peanut Butter,28 oz,24,10
11110825582,Fred Meyer,Pure Vegetable Oil,24 fl oz,24,10
11110818386,Fred Meyer,Pure Clover Honey,16 oz,24,10
11110816825,Fred Meyer,Salted Butter,16 oz,24,10
41500829272,French's,Honey Mustard Dipping Sauce,12 oz,24,10
41500220222,French's,French Fried Onions,2.8 oz,24,10
41500882291,French's,Flavor Infusion Marinade Classic Steakhouse,3.5 oz,24,10
41500000251,French's,Classic Yellow Mustard,14 oz,24,10
41500000312,French's,Classic Yellow Mustard,20 oz,24,10
41500000992,French's,Dijon Mustard,41500000992,24,10
41500007007,French's,Classic Yellow Mustard,8 oz,24,10
41500882277,French's,Flavor Infuser Marinade Zesty Italian,,24,10
41500010403,French's,Spicy Brown Mustard,,24,10
41500220208,French's,Original French Fried Onions,,24,10
41500762524,French's,Cheddar French Fried Onions,,24,10
41500820453,French's,Spicy Brown Mustard 100% Natural,,24,10
41500000428,French's,Spicy Brown Mustard,,24,10
41500058023,French's,Gravy Mix Brown,,24,10
41500784106,French's,Horseradish Mustard,,24,10
41498133337,Freshine,Glass Cleaner With Ammonia,32 fl oz,24,10
41498117856,Friendly Farms,Light Sour Cream,16 oz (453g),24,10
28400156929,Frito Lay,Doritos Spicy Sweet Chili,11 oz,24,10
28400156011,Frito Lay,Chili Cheese Corn Chips,10.25 oz,24,10
28400156073,Frito Lay,Doritos Cool Ranch,11 oz,24,10
28400156363,Frito Lay,Doritos Nacho Cheese,11 oz,24,10
28400039055,Frito Lay,Sunflower Seeds (Ranch),1 7/8 oz,24,10
28400190787,Frito Lay,Chester's Fries (Flamin' Hot),5 3/4 oz,24,10
28400157476,Frito Lay,Cheetos Puffs,9.5 oz,24,10
28400039109,Frito Lay,Sunflower Seeds,4.25 oz,24,10
28400044042,Frito Lay,Classic Mix Variety Pack,50oz,24,10
28400002899,Frito Lay,"Frito Lay Chips Flavor Mix Multipack, 20 Count",20 ct,24,10
28400000222,Fritos,Mild Cheddar,9 0z,24,10
28400040037,Fritos,The Original Corn Chips,28.3g,24,10
28400240529,Fritos,Chili Cheese Flavored Corn Chips,,24,10
28400039246,Fritos,Corn Chips Original,,24,10
71661001286,Fruit Of The Earth,Aloe Vera Juice,128 fl oz,24,10
36800097209,Full Circle,Organic Tomato Paste,6 oz,24,10
36800089303,Full Circle,Mixed Vegetables,16 oz,24,10
36800074743,Full Circle,Organic Creamy Peanut Butter Spread,16 oz,24,10
49000054507,Full Throttle,Full Throttle Red Berry,16 fl oz,24,10
49000036879,Full Throttle,Full Throttle Citrus,16 fl oz,24,10
41498136079,Fusia,General Tso Wok Sauce,12 oz,24,10
41498141363,Fusia Asian Inspirations,Teriyaki Sauce,15 fl oz,24,10
41498120030,Fusia Asian Inspirations,Duck Sauce Dipping Sauce,15 oz,24,10
41498136093,Fusia Asian Inspirations,Teriyaki Sesame Wok Sauce,12 fl oz,24,10
21511269342,Garofalo,Organic Pasta Variety,3000 g,24,10
52000339970,Gatorade,Series 01 02 03 Orange,51 oz,24,10
52000328677,Gatorade,Thirst Quencher,20 oz,24,10
52000321982,Gatorade,G2 Series Fruit Punch,32 fl oz,24,10
52000200065,Gatorade,Perform 02,20 fl oz,24,10
52000340198,Gatorade,G Series - Thirst Quencher - Instant Powder Mix - Lemon Lime,76.5 OZ (4 LB 12 OZ) 2.16 kg,24,10
52000326734,Gatorade,Fierce Grape,32 fl oz,24,10
52000135183,Gatorade,Frost Riptide Rush,28 fl oz,24,10
52000337778,Gatorade,Perform Orange,128 fl oz 3.78l,24,10
52000135145,Gatorade,"Orange Gatorade - Thirst Quencher, G Series",28 FL OZ (1.75 PT) 828 mL,24,10
52000207224,Gatorade,Gatorade Thirst Quencher: Orange,16.9 FL OZ,24,10
52000324822,Gatorade,Fierce Grape - G series,20 fl oz (1.25 pt) 591 mL,24,10
43168219402,General Electirc,65W 2Pk LED BR30,,24,10
16000275331,General Mills,Golden Grahams,16 oz,24,10
16000275171,General Mills,Cookie Crisp,11.25 oz,24,10
16000158405,General Mills,Chex Mix,8.75 oz,24,10
16000442795,General Mills,Apple Cinnamon Chex,13.75 oz,24,10
16000159907,General Mills,Chex Mix,8.75 oz,24,10
16000263444,General Mills,Cinnamon Chex,13.5 oz,24,10
16000434738,General Mills,Cinnamon Toast Crunch Cereal,16.2 oz,24,10
16000275690,General Mills,Lucky Charms Cereal,16 oz,24,10
16000164901,General Mills,"Sweet'n Salty Chex Mix, Honey Nut",8.75 oz,24,10
16000483668,General Mills,Honey Nut Cheerios,21.6 oz,24,10
16000275270,General Mills,Honey Nut Cheerios,12.25 oz,24,10
16000275317,General Mills,Honey Nut Chex,13.8 oz,24,10
16000275287,General Mills,Cheerios,18 oz,24,10
16000159402,General Mills,Chex Mix Bold Party Blend,8.75 oz,24,10
16000275263,General Mills,Cheerios Toasted Whole Grain Oat Cereal,8.9 oz,24,10
16000275652,General Mills,Wheaties,15.6 oz,24,10
16000275348,General Mills,Lucky Charms,11.5 oz,24,10
16000487956,General Mills,Rice Chex,18 oz,24,10
16000275713,General Mills,Honey Nut Cheerios,481g,24,10
87017201170,Georgia's,Peanut Brittle,9.2 oz,24,10
15000070212,Gerber,Organic Oatmeal Cereal,8 oz,24,10
15000046224,Gerber Graduates,Apple And Sweet Potato,4.23 oz,24,10
15000026172,Gerber Nature Select,Squash,6 oz,24,10
30034027704,Giant Eagle,Orzo,16 oz,24,10
45162501187,Gila,Window Film Application Solution,16 fl oz,24,10
47400097728,Gillette,Clear Gel,4 oz,24,10
47400307308,Gillette,Arctic Ice Clear Gel Deodorant,113g,24,10
47400302594,Gillette,Sensor 3,8 Disposable Razors,24,10
47400305526,Gillette,Fusion 12 Replacement Blade Cartridges,12 Cartridges,24,10
70475000812,Giorgio,Canned Pieces & Stems Mushrooms,8 oz,24,10
12587783610,Glad,Odor Shield Tall Kitchen Drawstring Bags,40 bags,24,10
46500733321,Glade,Clean Linen Air Freshener,8 oz,24,10
19200893312,Glass Plus,Glass Cleaner,946mL,24,10
74684001028,Glaxo Smith Klin,Goody's Extra Strength Headache Powders,6 powders,24,10
82242290432,Gnarly Head,Cabernet Sauvignon,750 ml,24,10
41167066232,Gold Bond,Ultimate Softening Skin Therapy Cream Shea Butter,5.5 oz,24,10
41167066027,Gold Bond,Ultimate Skin Therapy Lotion Fragrance Free Healing With Aloe,16.8 oz,24,10
41167077337,Gold Bond,Ultimate Hand Sanitizer Moisturizer,12 oz,24,10
50428449363,Gold Emblem,Classic Blend Trail Mix,141g,24,10
83900005368,Gold Peak Tea,Sweet Tea,59 fl oz,24,10
11129000130,Golden Eagle,Syrup,15 fl oz,24,10
70048716164,Goo Gone,Goo Gone,16 fl oz,24,10
49022735057,Good & Delish,Macadamias,9 oz,24,10
49022805866,Good & Delish,Extra Virgin Olive Oil Mediterranean Blend,16.9 fl oz,24,10
23494000059,Goof Off,The Ultimate Remover,4.5 fl oz,24,10
52427500021,Gorilla Glue,For The Toughest Jobs On Planet Earth,2 fl oz,24,10
41331026628,Goya,Yellow Rice,227g,24,10
41331021647,Goya,Coconut Milk,13.5 fl oz,24,10
41331090834,Goya,Fruta Papaya Chunks,14 oz,24,10
41331125390,Goya,Cut Green Beans,14.5 oz,24,10
41331124461,Goya,Cannellini,15.5 oz,24,10
70957729521,Grandma's Seasonings,Chili Powder,85g,24,10
79041751288,Great American Steak Company,Bacon Wrapped Filet Of Beef,5 oz,24,10
78742082776,Great Value,Chocolate Chunk Chewy Granola Bars,240g,24,10
78742080079,Great Value,Tomato Ketchup,40 oz,24,10
78742371528,Great Value,Pure Ground Black Pepper,4 oz,24,10
78742353098,Great Value,Milk Chocolate Flavored Hot Cocoa Mix,20 oz,24,10
78742075778,Great Value,Toasted Rice Cereal,12.8 oz,24,10
78742374109,Great Value,Mandarin Oranges,11 oz,24,10
72591991753,Great Value,100% Extra Virgin Olive Oil,25.5 fl oz,24,10
78742116303,Great Value,Pure Almond Extract,1 fl oz,24,10
78742434278,Great Value,Ground Cinnamon,2.37 oz,24,10
78742370873,Great Value,Chili Beans,15.5 oz,24,10
78742082752,Great Value,Chunk Light Tuna In Water,5 oz,24,10
78742230153,Great Value,Chicken Seasoning & Coating Mix,5.5 oz,24,10
78742229423,Great Value,Butter Flavored No Stick Cooking Spray,8 oz,24,10
78742371047,Great Value,100% Whole Grain Old Fashioned Oats,42 oz,24,10
78742230160,Great Value,Pork Seasoning & Coating Mix,6 oz,24,10
78742061085,Great Value,Foaming Carpet Cleaner High Traffic Foam,22 oz,24,10
78742026411,Great Value,Raspberry Lemonade Drink Mix,1.8 oz,24,10
78742087665,Great Value,Lemonade,3.2 oz,24,10
78742021003,Great Value,Pink Lemonade,3.2 oz,24,10
78742011431,Great Value,Raspberry Ice Drink Mix,1.31 oz,24,10
78742372402,Great Value,Vegetable Beef Soup,10.5 oz,24,10
78742352572,Great Value,Apple Cider Vinegar,32 oz,24,10
78742433417,Great Value,Lime Gelatin Dessert,3 oz,24,10
78742352961,Great Value,100% Pure Vegetable Oil,48 oz,24,10
78742147550,Great Value,Swiss Rolls Snack Cakes,13 oz,24,10
78742142210,Great Value,Refried Beans,16 oz,24,10
78742012285,Great Value,White Bread,20 oz,24,10
78742352206,Great Value,Salt,26 oz,24,10
78742371535,Great Value,Pure Ground Black Pepper,8 oz,24,10
78742434292,Great Value,Chilli Powder,2.5 oz,24,10
78742013718,Great Value,100% Whole Grain Old Fashioned Oats,18 oz,24,10
